index,brewery_name,city,state,beer_name,style,ounces,latitude,longitude,rating,abv_percent
89,Brewery Vivant,Grand Rapids, MI,Coq D'Or,Belgian Pale Ale,16.0,42.9598071,-85.64612280000001,4.7,5.0
90,Brewery Vivant,Grand Rapids, MI,North French,Bière de Garde,16.0,42.9598071,-85.64612280000001,4.7,6.0
91,Brewery Vivant,Grand Rapids, MI,Agent a Deux,Belgian Dark Ale,16.0,42.9598071,-85.64612280000001,4.7,6.5
92,Brewery Vivant,Grand Rapids, MI,Belgian Wit,Witbier,16.0,42.9598071,-85.64612280000001,4.7,4.5
93,Brewery Vivant,Grand Rapids, MI,Pothole Stout,American Stout,16.0,42.9598071,-85.64612280000001,4.7,6.3
94,Brewery Vivant,Grand Rapids, MI,Tree Bucket,Belgian IPA,16.0,42.9598071,-85.64612280000001,4.7,9.3
95,Brewery Vivant,Grand Rapids, MI,Le Flaneur Ale,American Wild Ale,16.0,42.9598071,-85.64612280000001,4.7,7.3
96,Brewery Vivant,Grand Rapids, MI,Maize & Blueberry,Fruit / Vegetable Beer,16.0,42.9598071,-85.64612280000001,4.7,5.6000000000000005
97,Brewery Vivant,Grand Rapids, MI,Trebuchet Double IPA,American Double / Imperial IPA,16.0,42.9598071,-85.64612280000001,4.7,9.3
98,Brewery Vivant,Grand Rapids, MI,Contemplation,Bière de Garde,16.0,42.9598071,-85.64612280000001,4.7,6.5
99,Brewery Vivant,Grand Rapids, MI,Black Rabbit,American Black Ale,16.0,42.9598071,-85.64612280000001,4.7,5.0
100,Brewery Vivant,Grand Rapids, MI,Zaison,Saison / Farmhouse Ale,16.0,42.9598071,-85.64612280000001,4.7,9.0
101,Brewery Vivant,Grand Rapids, MI,Vivant Tripel,Tripel,16.0,42.9598071,-85.64612280000001,4.7,8.2
102,Brewery Vivant,Grand Rapids, MI,Tart Side of the Moon,Belgian Dark Ale,16.0,42.9598071,-85.64612280000001,4.7,9.8
103,Brewery Vivant,Grand Rapids, MI,Big Red Coq,American Amber / Red Ale,16.0,42.9598071,-85.64612280000001,4.7,6.0
104,Brewery Vivant,Grand Rapids, MI,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),16.0,42.9598071,-85.64612280000001,4.7,9.9
105,Brewery Vivant,Grand Rapids, MI,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,16.0,42.9598071,-85.64612280000001,4.7,9.5
106,Brewery Vivant,Grand Rapids, MI,Escoffier Bretta Ale,American Wild Ale,16.0,42.9598071,-85.64612280000001,4.7,9.2
107,Brewery Vivant,Grand Rapids, MI,Contemplation (2012),Bière de Garde,16.0,42.9598071,-85.64612280000001,4.7,6.5
108,Brewery Vivant,Grand Rapids, MI,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,16.0,42.9598071,-85.64612280000001,4.7,9.9
109,Brewery Vivant,Grand Rapids, MI,Big Red Coq (2012),American Amber / Red Ale,16.0,42.9598071,-85.64612280000001,4.7,6.2
110,Brewery Vivant,Grand Rapids, MI,Zaison (2012),Saison / Farmhouse Ale,16.0,42.9598071,-85.64612280000001,4.7,9.0
111,Brewery Vivant,Grand Rapids, MI,Vivant Tripel (2012),Tripel,16.0,42.9598071,-85.64612280000001,4.7,9.2
112,Brewery Vivant,Grand Rapids, MI,Trebuchet Double IPA (2012),Belgian IPA,16.0,42.9598071,-85.64612280000001,4.7,9.700000000000001
113,Brewery Vivant,Grand Rapids, MI,Kludde,Belgian Strong Dark Ale,16.0,42.9598071,-85.64612280000001,4.7,8.5
114,Brewery Vivant,Grand Rapids, MI,Farm Hand,Saison / Farmhouse Ale,16.0,42.9598071,-85.64612280000001,4.7,5.5
115,Brewery Vivant,Grand Rapids, MI,Solitude,Belgian Pale Ale,16.0,42.9598071,-85.64612280000001,4.7,6.0
116,Brewery Vivant,Grand Rapids, MI,Triomphe,Belgian IPA,16.0,42.9598071,-85.64612280000001,4.7,6.5
117,Petoskey Brewing,Petoskey, MI,Sparkle,American Pale Lager,16.0,45.3968008,-84.90304410000002,4.5,4.1000000000000005
118,Petoskey Brewing,Petoskey, MI,North 45 Amber Ale,American Amber / Red Ale,16.0,45.3968008,-84.90304410000002,4.5,5.8999999999999995
119,Petoskey Brewing,Petoskey, MI,Horny Monk,Dubbel,16.0,45.3968008,-84.90304410000002,4.5,6.9
120,Petoskey Brewing,Petoskey, MI,Mind's Eye PA,American IPA,16.0,45.3968008,-84.90304410000002,4.5,6.7
121,Blackrocks Brewery,Marquette, MI,Nordskye ,American IPA,12.0,46.546967,-87.394566,4.8,4.8
122,Blackrocks Brewery,Marquette, MI,North Third Stout,Foreign / Export Stout,12.0,46.546967,-87.394566,4.8,6.0
123,Blackrocks Brewery,Marquette, MI,Honey Lav,American Pale Wheat Ale,12.0,46.546967,-87.394566,4.8,5.2
124,Blackrocks Brewery,Marquette, MI,Coconut Brown Ale,American Brown Ale,12.0,46.546967,-87.394566,4.8,6.800000000000001
125,Blackrocks Brewery,Marquette, MI,51K IPA,American IPA,12.0,46.546967,-87.394566,4.8,7.000000000000001
126,Blackrocks Brewery,Marquette, MI,Grand Rabbits,Cream Ale,12.0,46.546967,-87.394566,4.8,5.5
127,Perrin Brewing Company,Comstock Park, MI,Hotbox Brown,American Brown Ale,12.0,43.07133150000001,-85.6814191,4.5,5.5
128,Perrin Brewing Company,Comstock Park, MI,Gold,American Blonde Ale,12.0,43.07133150000001,-85.6814191,4.5,4.8
129,Perrin Brewing Company,Comstock Park, MI,Black,American Black Ale,12.0,43.07133150000001,-85.6814191,4.5,5.800000000000001
130,Perrin Brewing Company,Comstock Park, MI,98 Problems (Cuz A Hop Ain't One),American IPA,12.0,43.07133150000001,-85.6814191,4.5,6.5
131,Perrin Brewing Company,Comstock Park, MI,Veteran’s Pale Ale (VPA),American Pale Ale (APA),12.0,43.07133150000001,-85.6814191,4.5,5.0
132,Perrin Brewing Company,Comstock Park, MI,Grapefruit IPA,American IPA,12.0,43.07133150000001,-85.6814191,4.5,5.0
133,Witch's Hat Brewing Company,South Lyon, MI,Train Hopper,American IPA,12.0,42.454514,-83.65034539999999,4.7,5.800000000000001
134,Witch's Hat Brewing Company,South Lyon, MI,Edward’s Portly Brown,American Brown Ale,12.0,42.454514,-83.65034539999999,4.7,4.5
135,Founders Brewing Company,Grand Rapids, MI,Dirty Bastard,Scotch Ale / Wee Heavy,12.0,42.9584677,-85.67381979999999,4.5,8.5
136,Founders Brewing Company,Grand Rapids, MI,Centennial IPA,American IPA,12.0,42.9584677,-85.67381979999999,4.5,7.200000000000001
137,Founders Brewing Company,Grand Rapids, MI,All Day IPA,American IPA,12.0,42.9584677,-85.67381979999999,4.5,4.7
138,Flat 12 Bierwerks,Indianapolis, IN,Deflator,Doppelbock,16.0,39.772835,-86.138683,4.6,6.5
139,Flat 12 Bierwerks,Indianapolis, IN,Hinchtown Hammer Down,American Blonde Ale,16.0,39.772835,-86.138683,4.6,5.0
140,Flat 12 Bierwerks,Indianapolis, IN,Half Cycle IPA,American IPA,16.0,39.772835,-86.138683,4.6,6.0
141,Tin Man Brewing Company,Evansville, IN,Cafe Leche,American Porter,16.0,40.4905709,-86.1327196,4.6,5.800000000000001
142,Tin Man Brewing Company,Evansville, IN,Damascene Apricot Sour,Fruit / Vegetable Beer,16.0,40.4905709,-86.1327196,4.6,5.2
143,Tin Man Brewing Company,Evansville, IN,Csar,Russian Imperial Stout,16.0,40.4905709,-86.1327196,4.6,12.0
144,Tin Man Brewing Company,Evansville, IN,Klingon Warnog Roggen Dunkel,Roggenbier,16.0,40.4905709,-86.1327196,4.6,5.5
145,Tin Man Brewing Company,Evansville, IN,Overlord Imperial IPA,American Double / Imperial IPA,16.0,40.4905709,-86.1327196,4.6,8.5
146,Tin Man Brewing Company,Evansville, IN,Alloy,American IPA,16.0,40.4905709,-86.1327196,4.6,5.800000000000001
147,Tin Man Brewing Company,Evansville, IN,Rivet Irish Red Ale,Irish Red Ale,16.0,40.4905709,-86.1327196,4.6,5.1
148,Tin Man Brewing Company,Evansville, IN,3 Gear Robust Porter,American Porter,16.0,40.4905709,-86.1327196,4.6,5.2
149,Tin Man Brewing Company,Evansville, IN,Circuit Bohemian Pilsner,Czech Pilsener,16.0,40.4905709,-86.1327196,4.6,4.5
150,Black Acre Brewing Co.,Indianapolis, IN,Saucy Intruder,Rye Beer,16.0,39.7709647,-86.0709176,4.6,7.200000000000001
151,Brew Link Brewing,Plainfield, IN,Insert Hop Reference,American Pale Ale (APA),16.0,39.6892186,-86.4443325,4.6,5.800000000000001
152,Bare Hands Brewery,Granger, IN,Thai.p.a,American IPA,16.0,41.7602246,-86.11779700000001,4.7,7.000000000000001
153,Three Pints Brewing,Martinsville, IN,Citra Faced,American Pale Wheat Ale,16.0,39.677991,-86.3701849,3.4,5.5
154,Three Pints Brewing,Martinsville, IN,Pole Barn Stout,Oatmeal Stout,16.0,39.677991,-86.3701849,3.4,5.5
155,Three Pints Brewing,Martinsville, IN,Pale,American Pale Ale (APA),16.0,39.677991,-86.3701849,3.4,5.4
156,Three Pints Brewing,Martinsville, IN,Yoshi's Nectar,California Common / Steam Beer,16.0,39.677991,-86.3701849,3.4,5.3
157,Four Fathers Brewing ,Valparaiso, IN,Feel Like Maplin' Love,Oatmeal Stout,16.0,41.4620151,-87.0145541,4.7,5.5
158,Four Fathers Brewing ,Valparaiso, IN,Father's Beer,Belgian Pale Ale,16.0,41.4620151,-87.0145541,4.7,5.0
159,Four Fathers Brewing ,Valparaiso, IN,The 26th,American IPA,16.0,41.4620151,-87.0145541,4.7,6.0
160,Four Fathers Brewing ,Valparaiso, IN,The Gadget,American IPA,16.0,41.4620151,-87.0145541,4.7,6.4
161,Indiana City Brewing,Indianapolis, IN,Tribute,American Pale Ale (APA),12.0,39.766067,-86.141221,4.6,5.800000000000001
162,Burn 'Em Brewing,Michigan City, IN,Wrath of Pele,American Brown Ale,16.0,41.738628,-86.82802199999999,4.7,6.5
163,Burn 'Em Brewing,Michigan City, IN,Black Beer'd,American Black Ale,16.0,41.738628,-86.82802199999999,4.7,6.800000000000001
164,Burn 'Em Brewing,Michigan City, IN,Mr. Tea,Fruit / Vegetable Beer,24.0,41.738628,-86.82802199999999,4.7,7.8
165,Burn 'Em Brewing,Michigan City, IN,Pale Alement,American Pale Ale (APA),12.0,41.738628,-86.82802199999999,4.7,5.5
166,Burn 'Em Brewing,Michigan City, IN,Hopkick Dropkick,American Double / Imperial IPA,12.0,41.738628,-86.82802199999999,4.7,9.9
167,Burn 'Em Brewing,Michigan City, IN,Kreamed Corn,Cream Ale,12.0,41.738628,-86.82802199999999,4.7,6.0
168,Burn 'Em Brewing,Michigan City, IN,Coconoats,American Pale Wheat Ale,16.0,41.738628,-86.82802199999999,4.7,6.5
169,Burn 'Em Brewing,Michigan City, IN,Joey Wheat,American Pale Wheat Ale,16.0,41.738628,-86.82802199999999,4.7,6.800000000000001
170,Burn 'Em Brewing,Michigan City, IN,3:33 Black IPA,American IPA,16.0,41.738628,-86.82802199999999,4.7,7.200000000000001
171,Burn 'Em Brewing,Michigan City, IN,MCA,American IPA,16.0,41.738628,-86.82802199999999,4.7,6.800000000000001
172,Burn 'Em Brewing,Michigan City, IN,Pale Alement,American Pale Ale (APA),16.0,41.738628,-86.82802199999999,4.7,5.5
173,Sun King Brewing Company,Indianapolis, IN,Tip Off,Altbier,16.0,39.7690405,-86.14460179999999,4.6,5.2
174,Sun King Brewing Company,Indianapolis, IN,Java Mac,Scottish Ale,16.0,39.7690405,-86.14460179999999,4.6,5.4
175,Sun King Brewing Company,Indianapolis, IN,Cowbell,American Porter,16.0,39.7690405,-86.14460179999999,4.6,5.4
176,Sun King Brewing Company,Indianapolis, IN,Hop Up Offa That Brett (2014),Belgian Pale Ale,16.0,39.7690405,-86.14460179999999,4.6,5.800000000000001
177,Sun King Brewing Company,Indianapolis, IN,PV Muckle (2013),Scotch Ale / Wee Heavy,16.0,39.7690405,-86.14460179999999,4.6,8.3
178,Sun King Brewing Company,Indianapolis, IN,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,16.0,39.7690405,-86.14460179999999,4.6,9.9
179,Sun King Brewing Company,Indianapolis, IN,Whip Fight,Scotch Ale / Wee Heavy,16.0,39.7690405,-86.14460179999999,4.6,9.0
180,Sun King Brewing Company,Indianapolis, IN,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,16.0,39.7690405,-86.14460179999999,4.6,5.3
181,Sun King Brewing Company,Indianapolis, IN,Fistful Of Hops Red,American IPA,16.0,39.7690405,-86.14460179999999,4.6,6.4
182,Sun King Brewing Company,Indianapolis, IN,Fistful of Hops Orange,American IPA,16.0,39.7690405,-86.14460179999999,4.6,6.3
183,Sun King Brewing Company,Indianapolis, IN,Fistful Of Hops Blue,American IPA,16.0,39.7690405,-86.14460179999999,4.6,6.4
184,Sun King Brewing Company,Indianapolis, IN,Fistful of Hops Green,American IPA,16.0,39.7690405,-86.14460179999999,4.6,6.4
186,Sun King Brewing Company,Indianapolis, IN,Wee Muckle,Scotch Ale / Wee Heavy,16.0,39.7690405,-86.14460179999999,4.6,9.0
187,Sun King Brewing Company,Indianapolis, IN,Royal Brat,Extra Special / Strong Bitter (ESB),16.0,39.7690405,-86.14460179999999,4.6,6.5
188,Sun King Brewing Company,Indianapolis, IN,Grapefruit Jungle (GFJ),American IPA,16.0,39.7690405,-86.14460179999999,4.6,7.5
189,Sun King Brewing Company,Indianapolis, IN,Osiris Pale Ale,American Pale Ale (APA),16.0,39.7690405,-86.14460179999999,4.6,5.6000000000000005
190,Sun King Brewing Company,Indianapolis, IN,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16.0,39.7690405,-86.14460179999999,4.6,9.9
191,Sun King Brewing Company,Indianapolis, IN,Stupid Sexy Flanders,Flanders Oud Bruin,16.0,39.7690405,-86.14460179999999,4.6,6.3
193,Sun King Brewing Company,Indianapolis, IN,Popcorn Pilsner,German Pilsener,16.0,39.7690405,-86.14460179999999,4.6,5.4
194,Sun King Brewing Company,Indianapolis, IN,Ring of Dingle,Irish Dry Stout,16.0,39.7690405,-86.14460179999999,4.6,7.1
195,Sun King Brewing Company,Indianapolis, IN,Bourbon Barrel Wee Mac,Scottish Ale,16.0,39.7690405,-86.14460179999999,4.6,5.4
196,Sun King Brewing Company,Indianapolis, IN,Bourbon Barrel Johan,English Barleywine,16.0,39.7690405,-86.14460179999999,4.6,9.9
197,Sun King Brewing Company,Indianapolis, IN,The Deuce,American Brown Ale,16.0,39.7690405,-86.14460179999999,4.6,7.000000000000001
198,Sun King Brewing Company,Indianapolis, IN,The Velvet Fog,Quadrupel (Quad),16.0,39.7690405,-86.14460179999999,4.6,9.0
199,Sun King Brewing Company,Indianapolis, IN,Sun King Oktoberfest,Märzen / Oktoberfest,16.0,39.7690405,-86.14460179999999,4.6,5.5
200,Sun King Brewing Company,Indianapolis, IN,Indianapolis Indians Lager,Dortmunder / Export Lager,16.0,39.7690405,-86.14460179999999,4.6,5.2
201,Sun King Brewing Company,Indianapolis, IN,Indians Victory Lager (2012),Dortmunder / Export Lager,16.0,39.7690405,-86.14460179999999,4.6,5.2
202,Sun King Brewing Company,Indianapolis, IN,Chaka,Belgian Strong Pale Ale,16.0,39.7690405,-86.14460179999999,4.6,8.0
203,Sun King Brewing Company,Indianapolis, IN,Isis,American Double / Imperial IPA,16.0,39.7690405,-86.14460179999999,4.6,9.1
204,Sun King Brewing Company,Indianapolis, IN,Wee Muckle (2011),Scotch Ale / Wee Heavy,16.0,39.7690405,-86.14460179999999,4.6,9.0
205,Sun King Brewing Company,Indianapolis, IN,Grapefruit Jungle (GFJ) (2011),American IPA,16.0,39.7690405,-86.14460179999999,4.6,7.5
206,Sun King Brewing Company,Indianapolis, IN,Sun King Oktoberfest (2011),Märzen / Oktoberfest,16.0,39.7690405,-86.14460179999999,4.6,5.5
207,Sun King Brewing Company,Indianapolis, IN,Johan the Barleywine,English Barleywine,16.0,39.7690405,-86.14460179999999,4.6,9.9
208,Sun King Brewing Company,Indianapolis, IN,Wee Mac Scottish-Style Ale,Scottish Ale,16.0,39.7690405,-86.14460179999999,4.6,5.4
209,Sun King Brewing Company,Indianapolis, IN,Sunlight Cream Ale,Cream Ale,16.0,39.7690405,-86.14460179999999,4.6,5.3
