,brewery_id,brewery_name,city,state,abv,beer_name,style,ounces,latitude,longitude,rating
437,63,Crazy Mountain Brewing Company,Edwards, CO,0.075,Old Soul,Belgian Strong Pale Ale,12,39.708802,-105.0777834,4
438,63,Crazy Mountain Brewing Company,Edwards, CO,0.059,Snowcat Coffee Stout,American Stout,12,39.708802,-105.0777834,4
439,63,Crazy Mountain Brewing Company,Edwards, CO,,WinterWonderGrass Festival Ale,American Amber / Red Ale,12,39.708802,-105.0777834,4
440,63,Crazy Mountain Brewing Company,Edwards, CO,,Boohai Red Ale,American Amber / Red Ale,12,39.708802,-105.0777834,4
441,63,Crazy Mountain Brewing Company,Edwards, CO,0.052,Lava Lake Wit,Witbier,12,39.708802,-105.0777834,4
442,63,Crazy Mountain Brewing Company,Edwards, CO,0.06,Mountain Livin' Pale Ale,American Pale Ale (APA),12,39.708802,-105.0777834,4
443,63,Crazy Mountain Brewing Company,Edwards, CO,0.052,Crazy Mountain Amber Ale,American Amber / Red Ale,12,39.708802,-105.0777834,4
444,64,SlapShot Brewing Company,Chicago, IL,0.085,Monkey Dancing On A Razor Blade,Belgian IPA,24,41.8336965,-87.7323797,3.9
445,64,SlapShot Brewing Company,Chicago, IL,0.082,Tripel Deke,Tripel,24,41.8336965,-87.7323797,3.9
446,65,Mikerphone Brewing,Chicago, IL,0.083,Vinyl Frontier,American Double / Imperial IPA,24,42.0297529,-87.9675453,4.7
447,65,Mikerphone Brewing,Chicago, IL,0.08,Disco Superfly,American IPA,24,42.0297529,-87.9675453,4.7
448,65,Mikerphone Brewing,Chicago, IL,0.075,Misty Mountain Hop,American IPA,24,42.0297529,-87.9675453,4.7
449,65,Mikerphone Brewing,Chicago, IL,0.075,One-Hit Wonderful,Belgian IPA,24,42.0297529,-87.9675453,4.7
450,65,Mikerphone Brewing,Chicago, IL,0.065,En Parfaite Harmonie,Saison / Farmhouse Ale,24,42.0297529,-87.9675453,4.7
451,65,Mikerphone Brewing,Chicago, IL,0.043,Daft Funk,Berliner Weissbier,24,42.0297529,-87.9675453,4.7
452,65,Mikerphone Brewing,Chicago, IL,0.075,Love In An Ellavator,American IPA,24,42.0297529,-87.9675453,4.7
453,65,Mikerphone Brewing,Chicago, IL,0.053,Spin Doctor,American Pale Ale (APA),24,42.0297529,-87.9675453,4.7
454,66,Freetail Brewing Company,San Antonio, TX,0.053,OktoberFiesta,,12,29.4015813,-98.4822392,4.6
455,66,Freetail Brewing Company,San Antonio, TX,0.065,Texicali ,American Brown Ale,12,29.4015813,-98.4822392,4.6
456,66,Freetail Brewing Company,San Antonio, TX,0.06,Pinata Protest,Witbier,12,29.4015813,-98.4822392,4.6
457,66,Freetail Brewing Company,San Antonio, TX,0.042,Bat Outta Helles,Munich Helles Lager,12,29.4015813,-98.4822392,4.6
458,66,Freetail Brewing Company,San Antonio, TX,0.068,Original,American Amber / Red Ale,12,29.4015813,-98.4822392,4.6
459,66,Freetail Brewing Company,San Antonio, TX,0.042,Rye Wit,Witbier,12,29.4015813,-98.4822392,4.6
460,66,Freetail Brewing Company,San Antonio, TX,0.059,Soul Doubt,American IPA,12,29.4015813,-98.4822392,4.6
461,66,Freetail Brewing Company,San Antonio, TX,0.044,Yo Soy Un Berliner,Berliner Weissbier,12,29.4015813,-98.4822392,4.6
462,67,3 Daughters Brewing,St Petersburg, FL,0.07,Bimini Twist,American IPA,12,27.7691552,-82.662814,4.7
463,67,3 Daughters Brewing,St Petersburg, FL,0.05,Beach Blonde,American Blonde Ale,12,27.7691552,-82.662814,4.7
464,67,3 Daughters Brewing,St Petersburg, FL,0.059,Rod Bender Red,American Amber / Red Ale,12,27.7691552,-82.662814,4.7
465,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,0.051,Farmer's Daughter Blonde,American Blonde Ale,16,39.4228993,-77.1924996,4.4
466,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,0.055,Pump House IPA,American IPA,16,39.4228993,-77.1924996,4.4
467,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,0.07,Suicide Blonde IPA,Belgian IPA,16,39.4228993,-77.1924996,4.4
468,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,0.047,Vanilla Porter,American Porter,16,39.4228993,-77.1924996,4.4
469,68,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,0.058,Honey Rye,Rye Beer,16,39.4228993,-77.1924996,4.4
470,69,Appalachian Mountain Brewery,Boone, NC,0.071,Long Leaf,American IPA,16,36.203368,-81.6684386,4.7
471,69,Appalachian Mountain Brewery,Boone, NC,0.047,Honey Badger Blonde,American Blonde Ale,16,36.203368,-81.6684386,4.7
472,69,Appalachian Mountain Brewery,Boone, NC,0.06,Porter (a/k/a Black Gold Porter),American Porter,16,36.203368,-81.6684386,4.7
473,70,Birdsong Brewing Company,Charlotte, NC,0.055,Jalapeno Pale Ale,American Pale Ale (APA),16,35.230652,-80.826536,4.8
474,71,Union Craft Brewing,Baltimore, MD,0.085,Double Duckpin,American Double / Imperial IPA,12,39.336305,-76.64423,4.6
475,71,Union Craft Brewing,Baltimore, MD,0.042,Old Pro,Gose,12,39.336305,-76.64423,4.6
476,71,Union Craft Brewing,Baltimore, MD,0.055,Duckpin Pale Ale,American Pale Ale (APA),12,39.336305,-76.64423,4.6
477,71,Union Craft Brewing,Baltimore, MD,0.06,Balt Altbier,Altbier,12,39.336305,-76.64423,4.6
478,72,Atwater Brewery,Detroit, MI,0.075,Hop A-Peel,American Double / Imperial IPA,16,42.3373555,-83.0184811,4.3
479,72,Atwater Brewery,Detroit, MI,0.055,Vanilla Java Porter,American Porter,16,42.3373555,-83.0184811,4.3
480,72,Atwater Brewery,Detroit, MI,0.052,Michelada,Fruit / Vegetable Beer,16,42.3373555,-83.0184811,4.3
481,72,Atwater Brewery,Detroit, MI,0.045,Dirty Blonde Ale,American Blonde Ale,12,42.3373555,-83.0184811,4.3
482,72,Atwater Brewery,Detroit, MI,0.05,Grand Circus IPA,American IPA,12,42.3373555,-83.0184811,4.3
483,72,Atwater Brewery,Detroit, MI,0.05,Atwater's Lager,Munich Helles Lager,12,42.3373555,-83.0184811,4.3
484,73,Ale Asylum,Madison, WI,0.057,Hopalicious,American Pale Ale (APA),12,43.120465,-89.354151,4.3
485,74,Two Brothers Brewing Company,Warrenville, IL,0.063,Wobble,American IPA,16,41.824462,-88.211933,4.5
486,74,Two Brothers Brewing Company,Warrenville, IL,0.058,Night Cat,American Dark Wheat Ale,12,41.824462,-88.211933,4.5
487,74,Two Brothers Brewing Company,Warrenville, IL,0.058,Night Cat (2014),American Dark Wheat Ale,12,41.824462,-88.211933,4.5
488,74,Two Brothers Brewing Company,Warrenville, IL,0.051,Dog Days Lager,Dortmunder / Export Lager,12,41.824462,-88.211933,4.5
489,74,Two Brothers Brewing Company,Warrenville, IL,0.051,Sidekick Extra Pale Ale,American Pale Ale (APA),12,41.824462,-88.211933,4.5
490,74,Two Brothers Brewing Company,Warrenville, IL,0.077,Atom Smasher,Märzen / Oktoberfest,12,41.824462,-88.211933,4.5
491,74,Two Brothers Brewing Company,Warrenville, IL,0.045,Testudo,Bière de Garde,12,41.824462,-88.211933,4.5
492,74,Two Brothers Brewing Company,Warrenville, IL,0.065,Hobnob B & B Pale Ale,American Pale Ale (APA),12,41.824462,-88.211933,4.5
493,74,Two Brothers Brewing Company,Warrenville, IL,0.07,Cane and Ebel,American Strong Ale,12,41.824462,-88.211933,4.5
494,74,Two Brothers Brewing Company,Warrenville, IL,0.065,Outlaw IPA (2015),American IPA,12,41.824462,-88.211933,4.5
495,75,Bent Paddle Brewing Company,Duluth, MN,0.06,Cold Press,American Black Ale,12,46.768473,-92.120678,4.8
496,75,Bent Paddle Brewing Company,Duluth, MN,0.072,Harness the Winter,American IPA,12,46.768473,-92.120678,4.8
497,75,Bent Paddle Brewing Company,Duluth, MN,0.056,14° ESB ,Extra Special / Strong Bitter (ESB),12,46.768473,-92.120678,4.8
498,75,Bent Paddle Brewing Company,Duluth, MN,0.062,Bent Hop Golden IPA,American IPA,12,46.768473,-92.120678,4.8
499,75,Bent Paddle Brewing Company,Duluth, MN,0.06,Bent Paddle Black Ale,American Black Ale,12,46.768473,-92.120678,4.8
500,75,Bent Paddle Brewing Company,Duluth, MN,0.05,Venture Pils,German Pilsener,12,46.768473,-92.120678,4.8
501,76,Bell's Brewery,Kalamazoo, MI,0.058,Oberon,American Pale Wheat Ale,12,42.294741,-85.579079,4.7
502,76,Bell's Brewery,Kalamazoo, MI,0.06,Smitten,Rye Beer,16,42.294741,-85.579079,4.7
503,76,Bell's Brewery,Kalamazoo, MI,0.05,Winter White,Witbier,16,42.294741,-85.579079,4.7
504,76,Bell's Brewery,Kalamazoo, MI,0.058,Oberon,American Pale Wheat Ale,16,42.294741,-85.579079,4.7
505,76,Bell's Brewery,Kalamazoo, MI,0.07,Two Hearted,American IPA,16,42.294741,-85.579079,4.7
506,76,Bell's Brewery,Kalamazoo, MI,0.058,Best Brown,American Brown Ale,16,42.294741,-85.579079,4.7
507,77,Blue Owl Brewing,Austin, TX,,Professor Black,American Stout,12,30.2545683,-97.7169378,4.6
508,77,Blue Owl Brewing,Austin, TX,,Little Boss,American Pale Wheat Ale,12,30.2545683,-97.7169378,4.6
509,77,Blue Owl Brewing,Austin, TX,,Van Dayum!,American Amber / Red Ale,12,30.2545683,-97.7169378,4.6
510,77,Blue Owl Brewing,Austin, TX,,Spirit Animal,American Pale Ale (APA),12,30.2545683,-97.7169378,4.6
511,78,Speakasy Ales & Lagers,San Francisco, CA,0.047,Baby Daddy Session IPA,American IPA,12,37.738157,-122.3806562,4.5
512,79,Black Tooth Brewing Company,Sheridan, WY,0.048,Saddle Bronc Brown Ale,American Brown Ale,12,44.8009273,-106.9537799,4.7
513,79,Black Tooth Brewing Company,Sheridan, WY,0.046,Bomber Mountain Amber Ale,American Amber / Red Ale,12,44.8009273,-106.9537799,4.7
514,80,Hopworks Urban Brewery,Portland, OR,0.068,Hard Cider,Cider,16,45.4969091,-122.6348353,4.4
515,80,Hopworks Urban Brewery,Portland, OR,0.027,Totally Radler,Radler,16,45.4969091,-122.6348353,4.4
516,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
517,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
518,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
519,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
520,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
521,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
522,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
523,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
524,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
525,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
526,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
527,80,Hopworks Urban Brewery,Portland, OR,0.039,Nonstop Hef Hop,American Pale Wheat Ale,16,45.4969091,-122.6348353,4.4
528,80,Hopworks Urban Brewery,Portland, OR,0.058,Rise Up Red,American Amber / Red Ale,16,45.4969091,-122.6348353,4.4
529,80,Hopworks Urban Brewery,Portland, OR,0.058,Survival Stout,American Stout,16,45.4969091,-122.6348353,4.4
530,80,Hopworks Urban Brewery,Portland, OR,0.066,Hopworks IPA,American IPA,16,45.4969091,-122.6348353,4.4
531,80,Hopworks Urban Brewery,Portland, OR,0.073,Abominable Winter Ale,American Strong Ale,16,45.4969091,-122.6348353,4.4
532,80,Hopworks Urban Brewery,Portland, OR,0.06,Pigwar White India Pale Ale,American White IPA,16,45.4969091,-122.6348353,4.4
533,80,Hopworks Urban Brewery,Portland, OR,0.058,Rise-Up Red (2014),American Amber / Red Ale,16,45.4969091,-122.6348353,4.4
534,80,Hopworks Urban Brewery,Portland, OR,0.073,Abominable Winter Ale (2012),American Strong Ale,16,45.4969091,-122.6348353,4.4
535,80,Hopworks Urban Brewery,Portland, OR,0.051,HUB Lager,Czech Pilsener,16,45.4969091,-122.6348353,4.4
536,80,Hopworks Urban Brewery,Portland, OR,0.066,Hopworks IPA (2012),American IPA,16,45.4969091,-122.6348353,4.4
537,81,Epic Brewing,Denver, CO,0.052,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12,40.7511577,-111.8878131,4.5
538,81,Epic Brewing,Denver, CO,0.052,Element 29,American Pale Ale (APA),12,40.7511577,-111.8878131,4.5
539,81,Epic Brewing,Denver, CO,0.05,Hop Syndrome,American Pale Lager,12,40.7511577,-111.8878131,4.5
540,81,Epic Brewing,Denver, CO,0.062,Escape to Colorado,American IPA,12,40.7511577,-111.8878131,4.5
541,82,New Belgium Brewing Company,Fort Collins, CO,0.045,Slow Ride,American IPA,12,35.5872512,-82.5715645,4.7
542,82,New Belgium Brewing Company,Fort Collins, CO,0.065,Ranger IPA,American IPA,12,35.5872512,-82.5715645,4.7
543,82,New Belgium Brewing Company,Fort Collins, CO,0.05,Shift,American Pale Lager,12,35.5872512,-82.5715645,4.7
544,82,New Belgium Brewing Company,Fort Collins, CO,0.056,1554 Black Lager,Euro Dark Lager,12,35.5872512,-82.5715645,4.7
545,82,New Belgium Brewing Company,Fort Collins, CO,0.048,Blue Paddle,Czech Pilsener,12,35.5872512,-82.5715645,4.7
546,82,New Belgium Brewing Company,Fort Collins, CO,0.055,California Route,American Amber / Red Lager,12,35.5872512,-82.5715645,4.7
547,82,New Belgium Brewing Company,Fort Collins, CO,0.052,Snapshot,American Pale Wheat Ale,16,35.5872512,-82.5715645,4.7
548,82,New Belgium Brewing Company,Fort Collins, CO,0.048,Sunshine Wheat Beer,American Pale Wheat Ale,12,35.5872512,-82.5715645,4.7
549,82,New Belgium Brewing Company,Fort Collins, CO,0.052,Fat Tire Amber Ale,American Amber / Red Ale,12,35.5872512,-82.5715645,4.7
550,82,New Belgium Brewing Company,Fort Collins, CO,0.05,Shift (1),American Pale Lager,12,35.5872512,-82.5715645,4.7
551,82,New Belgium Brewing Company,Fort Collins, CO,0.052,Fat Tire Amber Ale (2011),American Amber / Red Ale,12,35.5872512,-82.5715645,4.7
552,82,New Belgium Brewing Company,Fort Collins, CO,0.05,Shift,American Pale Lager,16,35.5872512,-82.5715645,4.7
553,82,New Belgium Brewing Company,Fort Collins, CO,0.065,Ranger IPA,American IPA,16,35.5872512,-82.5715645,4.7
554,82,New Belgium Brewing Company,Fort Collins, CO,0.052,Fat Tire Amber Ale,American Amber / Red Ale,16,35.5872512,-82.5715645,4.7
555,82,New Belgium Brewing Company,Fort Collins, CO,0.065,Ranger IPA (Current),American IPA,12,35.5872512,-82.5715645,4.7
556,82,New Belgium Brewing Company,Fort Collins, CO,0.048,Sunshine Wheat Beer (2009),American Pale Wheat Ale,12,35.5872512,-82.5715645,4.7
557,82,New Belgium Brewing Company,Fort Collins, CO,0.052,Fat Tire Amber Ale (2008),American Amber / Red Ale,12,35.5872512,-82.5715645,4.7
558,83,Sierra Nevada Brewing Company,Chico, CA,0.052,Nooner,German Pilsener,12,35.4307844,-82.5536875,4.7
559,83,Sierra Nevada Brewing Company,Chico, CA,0.072,Torpedo,American IPA,12,35.4307844,-82.5536875,4.7
560,83,Sierra Nevada Brewing Company,Chico, CA,0.06,Yonder Bock,Maibock / Helles Bock,12,35.4307844,-82.5536875,4.7
561,83,Sierra Nevada Brewing Company,Chico, CA,0.06,CANfusion Rye Bock,Rye Beer,12,35.4307844,-82.5536875,4.7
562,83,Sierra Nevada Brewing Company,Chico, CA,0.056,Sierra Nevada Pale Ale,American Pale Ale (APA),16,35.4307844,-82.5536875,4.7
563,83,Sierra Nevada Brewing Company,Chico, CA,0.048,Old Chico Crystal Wheat,American Pale Wheat Ale,12,35.4307844,-82.5536875,4.7
564,83,Sierra Nevada Brewing Company,Chico, CA,0.05,Summerfest,Czech Pilsener,12,35.4307844,-82.5536875,4.7
565,83,Sierra Nevada Brewing Company,Chico, CA,0.072,Torpedo,American IPA,16,35.4307844,-82.5536875,4.7
566,83,Sierra Nevada Brewing Company,Chico, CA,0.056,Sierra Nevada Pale Ale,American Pale Ale (APA),12,35.4307844,-82.5536875,4.7
567,84,Keweenaw Brewing Company,Houghton, MI,,U. P. Witbier,Witbier,12,47.122079,-88.568758,4.8
568,84,Keweenaw Brewing Company,Houghton, MI,,November Gale Pale Ale,American Pale Ale (APA),12,47.122079,-88.568758,4.8
569,84,Keweenaw Brewing Company,Houghton, MI,,Olde Ore Dock Scottish Ale,Scottish Ale,12,47.122079,-88.568758,4.8
570,84,Keweenaw Brewing Company,Houghton, MI,,Widow Maker Black Ale,American Brown Ale,12,47.122079,-88.568758,4.8
571,84,Keweenaw Brewing Company,Houghton, MI,,Lift Bridge Brown Ale,American Brown Ale,12,47.122079,-88.568758,4.8
572,84,Keweenaw Brewing Company,Houghton, MI,,Pick Axe Blonde Ale,American Blonde Ale,12,47.122079,-88.568758,4.8
573,84,Keweenaw Brewing Company,Houghton, MI,,Red Jacket Amber Ale,American Amber / Red Ale,12,47.122079,-88.568758,4.8
574,85,Brewery Terra Firma,Traverse City, MI,0.053,Manitou Amber,American Amber / Red Ale,16,44.7150901,-85.6350663,4.7
575,86,Grey Sail Brewing Company,Westerly, RI,0.058,Autumn Winds Fest Beer,Märzen / Oktoberfest,16,41.384963,-71.8324189,4.7
576,86,Grey Sail Brewing Company,Westerly, RI,0.085,Captain's Daughter,American Double / Imperial IPA,12,41.384963,-71.8324189,4.7
577,87,Kirkwood Station Brewing Company,Kirkwood, MO,0.063,India Pale Ale,American IPA,16,38.5825304,-90.4058179,3.5
578,87,Kirkwood Station Brewing Company,Kirkwood, MO,0.048,Blackberry Wheat,American Pale Wheat Ale,16,38.5825304,-90.4058179,3.5
579,88,Goose Island Brewing Company,Chicago, IL,0.054,312 Urban Pale Ale,American Pale Ale (APA),16,39.9652138,-75.1355053,4.1
580,88,Goose Island Brewing Company,Chicago, IL,0.054,312 Urban Pale Ale,American Pale Ale (APA),12,39.9652138,-75.1355053,4.1
581,88,Goose Island Brewing Company,Chicago, IL,0.042,312 Urban Wheat Ale,American Pale Wheat Ale,16,39.9652138,-75.1355053,4.1
582,88,Goose Island Brewing Company,Chicago, IL,0.042,312 Urban Wheat Ale,American Pale Wheat Ale,12,39.9652138,-75.1355053,4.1
583,88,Goose Island Brewing Company,Chicago, IL,0.042,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12,39.9652138,-75.1355053,4.1
584,89,Broad Brook Brewing LLC,East Windsor, CT,0.061,Broad Brook Ale,American Amber / Red Ale,16,41.9593151,-72.6634706,4.5
585,90,The Lion Brewery,Wilkes-Barre, PA,0.045,Lionshead,American Pilsner,12,41.2549502,-75.8576506,4
586,91,Madtree Brewing Company,Cincinnati, OH,0.099,Galaxy High,American Double / Imperial IPA,12,39.1564363,-84.4244063,4.6
587,91,Madtree Brewing Company,Cincinnati, OH,0.043,Sol Drifter,American Blonde Ale,12,39.1564363,-84.4244063,4.6
588,91,Madtree Brewing Company,Cincinnati, OH,0.085,Thunder Snow,Winter Warmer,12,39.1564363,-84.4244063,4.6
589,91,Madtree Brewing Company,Cincinnati, OH,0.079,The Great Pumpcan,Fruit / Vegetable Beer,16,39.1564363,-84.4244063,4.6
590,91,Madtree Brewing Company,Cincinnati, OH,0.047,LIFT,Kölsch,12,39.1564363,-84.4244063,4.6
591,91,Madtree Brewing Company,Cincinnati, OH,0.05,SPRYE,American Pale Ale (APA),12,39.1564363,-84.4244063,4.6
592,91,Madtree Brewing Company,Cincinnati, OH,0.069,Psychopathy,American IPA,12,39.1564363,-84.4244063,4.6
593,91,Madtree Brewing Company,Cincinnati, OH,0.07,Gnarly Brown,American Brown Ale,12,39.1564363,-84.4244063,4.6
594,91,Madtree Brewing Company,Cincinnati, OH,0.06,Happy Amber,American Amber / Red Ale,12,39.1564363,-84.4244063,4.6
595,92,Jackie O's Pub & Brewery,Athens, OH,0.055,Razz Wheat,Fruit / Vegetable Beer,12,39.3278661,-82.1022496,4.6
596,92,Jackie O's Pub & Brewery,Athens, OH,0.065,Hop Ryot,American IPA,12,39.3278661,-82.1022496,4.6
597,92,Jackie O's Pub & Brewery,Athens, OH,0.07,Mystic Mama IPA,American IPA,12,39.3278661,-82.1022496,4.6
598,92,Jackie O's Pub & Brewery,Athens, OH,0.05,Firefly Amber Ale,American Amber / Red Ale,12,39.3278661,-82.1022496,4.6
599,92,Jackie O's Pub & Brewery,Athens, OH,0.067,Chomolungma Honey Nut Brown Ale,English Brown Ale,12,39.3278661,-82.1022496,4.6
600,93,Rhinegeist Brewery,Cincinnati, OH,0.057,Hustle,American Amber / Red Ale,12,39.1172664,-84.5201012,4.6
601,93,Rhinegeist Brewery,Cincinnati, OH,0.055,Pure Fury,American Pale Ale (APA),12,39.1172664,-84.5201012,4.6
602,93,Rhinegeist Brewery,Cincinnati, OH,0.06,Dad,American Amber / Red Ale,12,39.1172664,-84.5201012,4.6
603,93,Rhinegeist Brewery,Cincinnati, OH,0.058,Panther,American Porter,12,39.1172664,-84.5201012,4.6
604,93,Rhinegeist Brewery,Cincinnati, OH,0.052,Franz,Märzen / Oktoberfest,12,39.1172664,-84.5201012,4.6
605,93,Rhinegeist Brewery,Cincinnati, OH,0.043,Zen,American Pale Ale (APA),12,39.1172664,-84.5201012,4.6
606,93,Rhinegeist Brewery,Cincinnati, OH,0.072,Truth,American IPA,12,39.1172664,-84.5201012,4.6
607,93,Rhinegeist Brewery,Cincinnati, OH,0.048,Cougar,American Blonde Ale,12,39.1172664,-84.5201012,4.6
608,94,Warped Wing Brewing Company,Dayton, OH,0.052,Self Starter,American IPA,16,39.7595793,-84.1861136,4.7
609,94,Warped Wing Brewing Company,Dayton, OH,0.054,Ermal's,Cream Ale,16,39.7595793,-84.1861136,4.7
610,94,Warped Wing Brewing Company,Dayton, OH,0.07,10 Ton,Oatmeal Stout,16,39.7595793,-84.1861136,4.7
611,94,Warped Wing Brewing Company,Dayton, OH,0.07,Flyin' Rye,American IPA,16,39.7595793,-84.1861136,4.7
612,95,Blackrocks Brewery,Marquette, MA,0.073,Flying Sailor,Rye Beer,12,46.546967,-87.394566,4.8
613,96,Catawba Valley Brewing Company,Morganton, NC,0.058,Peanut Butter Jelly Time,American Brown Ale,12,35.744672,-81.685674,4.5
614,96,Catawba Valley Brewing Company,Morganton, NC,0.054,King Coconut,American Porter,12,35.744672,-81.685674,4.5
615,97,Tröegs Brewing Company,Hershey, PA,0.082,Troegenator,Doppelbock,16,40.2971086,-76.6431142,4.6
616,97,Tröegs Brewing Company,Hershey, PA,0.075,Nugget Nectar,American Amber / Red Ale,16,40.2971086,-76.6431142,4.6
617,97,Tröegs Brewing Company,Hershey, PA,0.045,Sunshine Pils,American Pilsner,12,40.2971086,-76.6431142,4.6
618,97,Tröegs Brewing Company,Hershey, PA,0.082,Troegenator Doublebock,Doppelbock,16,40.2971086,-76.6431142,4.6
619,97,Tröegs Brewing Company,Hershey, PA,0.075,Perpetual IPA,American IPA,12,40.2971086,-76.6431142,4.6
620,98,Mission Brewery,San Diego, CA,0.05,Cortez Gold,Belgian Pale Ale,32,32.707148,-117.151592,4.6
621,98,Mission Brewery,San Diego, CA,0.068,Mission IPA,American IPA,32,32.707148,-117.151592,4.6
622,98,Mission Brewery,San Diego, CA,0.048,El Conquistador Extra Pale Ale,American Pale Ale (APA),32,32.707148,-117.151592,4.6
623,98,Mission Brewery,San Diego, CA,0.092,Shipwrecked Double IPA,American Double / Imperial IPA,32,32.707148,-117.151592,4.6
624,99,Christian Moerlein Brewing Company,Cincinnati, OH,0.089,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12,39.1139772,-84.5150385,4.5
625,100,West Sixth Brewing,Lexington, KY,0.09,Christmas Ale,Herbed / Spiced Beer,12,38.0594109,-84.491927,4.7
626,100,West Sixth Brewing,Lexington, KY,0.07,Pay It Forward Cocoa Porter,American Porter,12,38.0594109,-84.491927,4.7
627,100,West Sixth Brewing,Lexington, KY,0.055,West Sixth Amber Ale,American Amber / Red Ale,12,38.0594109,-84.491927,4.7
628,100,West Sixth Brewing,Lexington, KY,,West Sixth IPA,American IPA,12,38.0594109,-84.491927,4.7
629,101,Coastal Extreme Brewing Company,Newport, RI,0.046,Rhode Island Blueberry,Kölsch,12,41.514309,-71.315706,4.5
630,101,Coastal Extreme Brewing Company,Newport, RI,0.065,Newport Storm IPA,American IPA,12,41.514309,-71.315706,4.5
631,101,Coastal Extreme Brewing Company,Newport, RI,0.052,Hurricane Amber Ale (2004),American Amber / Red Ale,12,41.514309,-71.315706,4.5
632,101,Coastal Extreme Brewing Company,Newport, RI,0.052,Hurricane Amber Ale,American Amber / Red Ale,12,41.514309,-71.315706,4.5
633,102,King Street Brewing Company,Anchorage, AK,0.051,Amber Ale,American Amber / Red Ale,12,61.139161,-149.8794716,4.6
634,102,King Street Brewing Company,Anchorage, AK,0.055,King Street Pilsner,Czech Pilsener,12,61.139161,-149.8794716,4.6
635,102,King Street Brewing Company,Anchorage, AK,0.06,King Street IPA,American IPA,12,61.139161,-149.8794716,4.6
636,102,King Street Brewing Company,Anchorage, AK,0.057,King Street Hefeweizen,Hefeweizen,12,61.139161,-149.8794716,4.6
637,102,King Street Brewing Company,Anchorage, AK,0.049,King Street Blonde Ale,American Blonde Ale,12,61.139161,-149.8794716,4.6
638,103,Beer Works Brewery,Lowell, MA,0.05,Watermelon Ale,Fruit / Vegetable Beer,12,40.5360086,-74.5146979,4.6
639,103,Beer Works Brewery,Lowell, MA,0.058,Fenway American Pale Ale,American Pale Ale (APA),12,40.5360086,-74.5146979,4.6
640,103,Beer Works Brewery,Lowell, MA,0.068,Back Bay IPA,American IPA,12,40.5360086,-74.5146979,4.6
641,103,Beer Works Brewery,Lowell, MA,0.048,Bunker Hill Blueberry Ale ,Other,12,40.5360086,-74.5146979,4.6
642,104,Lone Tree Brewing Company,Lone Tree, CO,0.057,Peach Pale Ale,American Pale Ale (APA),12,39.5625215,-104.8929364,4.6
643,105,Four String Brewing Company,Columbus, OH,0.06,Four String Vanilla Porter,American Porter,12,39.9683831,-83.0781897,4.7
644,105,Four String Brewing Company,Columbus, OH,0.05,Suncaster Summer Wheat,American Pale Wheat Ale,12,39.9683831,-83.0781897,4.7
645,105,Four String Brewing Company,Columbus, OH,0.057,Brass Knuckle Pale Ale,American Pale Ale (APA),12,39.9683831,-83.0781897,4.7
646,105,Four String Brewing Company,Columbus, OH,0.07,Big Star White IPA,American White IPA,12,39.9683831,-83.0781897,4.7
647,106,Glabrous Brewing Company,Pineland, ME,0.067,Clean Shave IPA,American IPA,12,,,
648,107,Bonfire Brewing Company,Eagle, CO,0.066,Firestarter India Pale Ale,American IPA,12,39.6553216,-106.8286996,4.8
649,107,Bonfire Brewing Company,Eagle, CO,0.075,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,16,39.6553216,-106.8286996,4.8
